,X,Y,OBJECTID,ticket_number,issued_date,location,description,status,amount,dayofweek,hour,coords
14613,,,14614,231501893,2023/03/20 10:35:00+00,500 TALLMAN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,10,"('43.0367285', '-76.1564746')"
14614,,,14615,231501895,2023/03/20 10:42:00+00,800 MONTGOMERY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,Monday,10,"('43.04160852579112', '-76.14937901570008')"
14615,,,14616,231501894,2023/03/20 10:36:00+00,500 TALLMAN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,10,"('43.0367285', '-76.1564746')"
14616,,,14617,231501897,2023/03/20 10:43:00+00,800 MONTGOMERY ST,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,10,"('43.04160852579112', '-76.14937901570008')"
14617,-8477729.51729065,5320034.70046295,14618,23501703,2023/03/20 10:34:00+00,400 GENESEE ST E,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,10,"('43.047958', '-76.147246')"
14618,,,14619,231501896,2023/03/20 10:43:00+00,800 MONTGOMERY ST,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25,Monday,10,"('43.04160852579112', '-76.14937901570008')"
14619,,,14620,23501707,2023/03/20 10:45:00+00,300 MONTGOMERY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Monday,10,"('43.0482461', '-76.1495403')"
14620,,,14621,23501706,2023/03/20 10:44:00+00,300 MONTGOMERY ST,PARKED IN LOADING ZONE/ALL CO15-329,Issued,25,Monday,10,"('43.0482461', '-76.1495403')"
14621,-8477729.51729065,5320034.70046295,14622,23501705,2023/03/20 10:36:00+00,400 GENESEE ST E,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Adjudication Pending ,60,Monday,10,"('43.047958', '-76.147246')"
14622,-8477729.51729065,5320034.70046295,14623,23501704,2023/03/20 10:36:00+00,400 GENESEE ST E,NO STOPPING ANY TIME CO15-316 (A)14,Adjudication Pending ,25,Monday,10,"('43.047958', '-76.147246')"
14623,,,14624,410654D,2023/03/10 21:58:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Friday,21,"('43.045179', '-76.132259')"
14624,,,14625,23501708,2023/03/20 10:47:00+00,300 MONTGOMERY ST,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Issued,100,Monday,10,"('43.0482461', '-76.1495403')"
14625,-8474845.1179769,5318847.42590362,14626,410655D,2023/03/10 23:00:00+00,200 COMSTOCK PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Friday,23,"('43.046036', '-76.128904')"
14626,,,14627,410656D,2023/03/10 22:05:00+00,400 CHERRY ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Friday,22,"('43.045305', '-76.123676')"
14627,,,14628,410658D,2023/03/10 10:55:00+00,900 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Friday,10,"('43.041035', '-76.1324993')"
14628,,,14629,411882D,2023/03/13 09:41:00+00,100 ASHWORTH PL,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25,Monday,09,"('43.047635', '-76.134138')"
14629,,,14630,410657D,2023/03/10 22:09:00+00,600 CLARENDON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Friday,22,"('43.03839643076923', '-76.12091832307692')"
14630,,,14631,410659D,2023/03/10 22:20:00+00,800 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Friday,22,"('43.0421053', '-76.1324459')"
14631,,,14632,410660D,2023/03/10 22:20:00+00,800 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Friday,22,"('43.0421053', '-76.1324459')"
14632,,,14633,410661D,2023/03/10 22:30:00+00,1000 MADISON ST,LEFT WHEELS TO CURB/ALL CO15-301,Issued,25,Friday,22,"('43.045219', '-76.131977')"
14633,-8476812.30036917,5319069.51433867,14634,381763D,2023/03/09 14:20:00+00,401 MONTGOMERY ST,PRKD ON GRASS/GROUND/ALL CO15-316(A),Second Notice,25,Thursday,14,"('43.0466396', '-76.1483142')"
14634,-8476812.30036917,5319069.51433867,14635,381762D,2023/03/09 08:42:00+00,401 MONTGOMERY ST,NO PERMIT/ALL TIMES CO15-365,Second Notice,25,Thursday,08,"('43.0466396', '-76.1483142')"
14635,,,14636,231301349,2023/03/20 11:12:00+00,400 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.035446', '-76.145494')"
14636,-8476738.16149359,5315782.59679226,14637,231301348,2023/03/20 11:07:00+00,300 COLVIN ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.026012', '-76.14123')"
14637,,,14638,231301350,2023/03/20 11:13:00+00,400 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.035446', '-76.145494')"
14638,,,14639,23501709,2023/03/20 11:14:00+00,200 WARREN ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Monday,11,"('43.049428', '-76.15086')"
14639,,,14640,231301351,2023/03/20 11:14:00+00,400 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.035446', '-76.145494')"
14640,,,14641,231301352,2023/03/20 11:15:00+00,400 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.035446', '-76.145494')"
14641,,,14642,231301353,2023/03/20 11:17:00+00,400 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.035446', '-76.145494')"
14642,,,14643,231301354,2023/03/20 11:17:00+00,400 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.035446', '-76.145494')"
14643,,,14644,231301355,2023/03/20 11:19:00+00,400 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.035446', '-76.145494')"
14644,,,14645,231301356,2023/03/20 11:19:00+00,400 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.035446', '-76.145494')"
14645,,,14646,231301357,2023/03/20 11:21:00+00,300 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.037277', '-76.145652')"
14646,,,14647,231301358,2023/03/20 11:22:00+00,300 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.037277', '-76.145652')"
14647,,,14648,231301361,2023/03/20 11:25:00+00,300 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.037277', '-76.145652')"
14648,,,14649,231301359,2023/03/20 11:23:00+00,300 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.037277', '-76.145652')"
14649,,,14650,231301360,2023/03/20 11:24:00+00,300 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.037277', '-76.145652')"
14650,,,14651,231301362,2023/03/20 11:26:00+00,300 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.037277', '-76.145652')"
14651,,,14652,231301363,2023/03/20 11:26:00+00,300 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.037277', '-76.145652')"
14652,,,14653,23501710,2023/03/20 11:26:00+00,200 JEFFERSON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,11,"('43.046945', '-76.150633')"
14653,,,14654,231301364,2023/03/20 11:27:00+00,300 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.037277', '-76.145652')"
14654,,,14655,23501711,2023/03/20 11:27:00+00,200 JEFFERSON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,11,"('43.046945', '-76.150633')"
14655,,,14656,231301366,2023/03/20 11:29:00+00,300 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.037277', '-76.145652')"
14656,,,14657,231301365,2023/03/20 11:28:00+00,300 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.037277', '-76.145652')"
14657,,,14658,231301367,2023/03/20 11:31:00+00,300 OAKWOOD AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,11,"('43.037277', '-76.145652')"
14658,,,14659,231301369,2023/03/20 11:32:00+00,300 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.037277', '-76.145652')"
14659,,,14660,231301368,2023/03/20 11:31:00+00,300 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.037277', '-76.145652')"
14660,,,14661,231501898,2023/03/20 11:37:00+00,400 MONTGOMERY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Monday,11,"('43.046942', '-76.149107')"
14661,,,14662,230901055,2023/03/20 11:35:00+00,200 HAWLEY AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,11,"('43.0531245', '-76.1436109')"
14662,,,14663,231501900,2023/03/20 11:38:00+00,400 MONTGOMERY ST,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,11,"('43.046942', '-76.149107')"
14663,,,14664,231501899,2023/03/20 11:37:00+00,400 MONTGOMERY ST,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,11,"('43.046942', '-76.149107')"
14664,-8477088.31705368,5319361.52736912,14665,23501712,2023/03/20 11:34:00+00,300 WARREN ST S,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,11,"('43.048532949999995', '-76.15107612442631')"
14665,,,14666,231501901,2023/03/20 11:41:00+00,200 MADISON ST,DOUBLE PARKING/ALL CO15-316 (A)12,Issued,25,Monday,11,"('43.045396', '-76.148647')"
14666,,,14667,231501902,2023/03/20 11:42:00+00,200 MADISON ST,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Issued,60,Monday,11,"('43.045396', '-76.148647')"
14667,,,14668,381764D,2023/03/09 15:04:00+00,511 STATE ST S,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,25,Thursday,15,"(0, 0)"
14668,,,14669,231501903,2023/03/20 11:46:00+00,600 STATE ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,11,"('43.0415743', '-76.1723785')"
14669,,,14670,231501904,2023/03/20 11:54:00+00,400 WARREN ST S,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,11,"('43.046903', '-76.150912')"
14670,,,14671,381765D,2023/03/10 08:45:00+00,505 STATE ST S,NO PERMIT/ALL TIMES CO15-365,Paid In Full,25,Friday,08,"(0, 0)"
14671,,,14672,381766D,2023/03/10 09:34:00+00,511 STATE ST S,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Issued,100,Friday,09,"(0, 0)"
14672,-8476812.30036917,5319069.51433867,14673,381768D,2023/03/10 13:06:00+00,401 MONTGOMERY ST,NO PERMIT/ALL TIMES CO15-365,Second Notice,25,Friday,13,"('43.0466396', '-76.1483142')"
14673,,,14674,231501905,2023/03/20 11:55:00+00,400 WARREN ST S,PARKED IN LOADING ZONE/ALL CO15-329,Issued,25,Monday,11,"('43.046903', '-76.150912')"
14674,,,14675,392859D,2023/03/13 09:26:00+00,300 SALINA ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25,Monday,09,"('43.048561', '-76.152329')"
14675,-8476812.30036917,5319069.51433867,14676,381769D,2023/03/10 14:20:00+00,401 MONTGOMERY ST,NO PERMIT/ALL TIMES CO15-365,Second Notice,25,Friday,14,"('43.0466396', '-76.1483142')"
14676,-8477353.31306843,5324159.80144175,14677,394872D,2023/03/10 07:15:00+00,1200 LEMOYNE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,07,"('43.0800438', '-76.1533387')"
14677,,,14678,394846D,2023/03/09 06:16:00+00,300 WINTON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Thursday,06,"('43.05402', '-76.123188')"
14678,,,14679,392861D,2023/03/13 09:30:00+00,200 SALINA ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25,Monday,09,"('43.049465', '-76.152317')"
14679,-8473847.24999223,5321510.09248022,14680,394847D,2023/03/09 06:20:00+00,100 MOONEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Thursday,06,"('43.0626293', '-76.1218273')"
14680,,,14681,394848D,2023/03/09 18:21:00+00,200 MOONEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Thursday,18,"('43.062743', '-76.119908')"
14681,,,14682,394849D,2023/03/09 06:26:00+00,100 SCHUYLER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Thursday,06,"('43.048847', '-76.187645')"
14682,,,14683,392862D,2023/03/13 09:41:00+00,200 WASHINGTON ST W,NO PERMIT/ALL TIMES CO15-365,Second Notice,25,Monday,09,"('43.049686', '-76.153724')"
14683,,,14684,394850D,2023/03/09 06:26:00+00,100 SCHULER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Thursday,06,"('43.059873', '-76.124377')"
14684,,,14685,392863D,2023/03/13 09:42:00+00,200 WASHINGTON ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25,Monday,09,"('43.049686', '-76.153724')"
14685,,,14686,392864D,2023/03/13 09:44:00+00,200 WASHINGTON ST W,NO PARKING ANY TIME CO15-316 (A)14,Second Notice,25,Monday,09,"('43.049686', '-76.153724')"
14686,,,14687,394851D,2023/03/09 06:32:00+00,200 DORCHESTER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Thursday,06,"('43.069453', '-76.125109')"
14687,,,14688,392865D,2023/03/13 09:46:00+00,200 WASHINGTON ST W,NONE/ONE LICENSE PLATE/ALL VTL402-1,Second Notice,25,Monday,09,"('43.049686', '-76.153724')"
14688,,,14689,392867D,2023/03/13 09:57:00+00,100 WALTON ST,NONE/ONE LICENSE PLATE/ALL VTL402-1,Second Notice,25,Monday,09,"('43.048044', '-76.153734')"
14689,,,14690,394852D,2023/03/09 06:38:00+00,1000 PARK ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Thursday,06,"('43.078036', '-76.0772682')"
14690,,,14691,392866D,2023/03/13 09:55:00+00,300 CLINTON ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25,Monday,09,"('43.048568', '-76.153679')"
14691,,,14692,394854D,2023/03/09 06:40:00+00,1100 PARK ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Thursday,06,"('43.0650743', '-76.1491171')"
14692,,,14693,394853D,2023/03/09 06:40:00+00,1100 PARK ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Thursday,06,"('43.0650743', '-76.1491171')"
14693,,,14694,394855D,2023/03/09 07:17:00+00,400 TOMPKINS ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Thursday,07,"('43.047398', '-76.183571')"
14694,,,14695,394856D,2023/03/10 06:19:00+00,500 WINTON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Friday,06,"('43.056908', '-76.123382')"
14695,-8473857.26878097,5321278.34724816,14696,394857D,2023/03/10 06:22:00+00,400 BOYDEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Friday,06,"('43.0610818', '-76.1219148')"
14696,-8473857.26878097,5321278.34724816,14697,394858D,2023/03/10 06:24:00+00,400 BOYDEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Friday,06,"('43.0610818', '-76.1219148')"
14697,,,14698,411883D,2023/03/13 09:43:00+00,100 ASHWORTH PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,09,"('43.047635', '-76.134138')"
14698,,,14699,411884D,2023/03/13 09:50:00+00,900 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,09,"('43.045248', '-76.134196')"
14699,,,14700,230701280,2023/03/20 13:12:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,13,"('43.041795', '-76.120445')"
14700,,,14701,411890D,2023/03/13 10:51:00+00,400 DOUGLAS ST,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25,Monday,10,"('43.060719', '-76.138613')"
14701,,,14702,411889D,2023/03/13 10:58:00+00,400 DOUGLAS ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,10,"('43.060719', '-76.138613')"
14702,,,14703,230701281,2023/03/20 13:12:00+00,100 DELL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,60,Monday,13,"('43.041795', '-76.120445')"
14703,-8470263.54172963,5318438.90676702,14704,410032D,2023/03/12 09:06:00+00,200 GENESEE ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Sunday,09,"('43.0497975', '-76.1504262')"
14704,,,14705,395659D,2023/03/15 06:44:00+00,200 BOYDEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60,Wednesday,06,"('43.06036', '-76.125629')"
14705,,,14706,230701283,2023/03/20 13:13:00+00,100 DELL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,60,Monday,13,"('43.041795', '-76.120445')"
14706,,,14707,230701282,2023/03/20 13:13:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,13,"('43.041795', '-76.120445')"
14707,,,14708,230901056,2023/03/20 13:20:00+00,200 BELDEN AVE E,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,60,Monday,13,"('43.054777', '-76.151032')"
14708,,,14709,230901058,2023/03/20 13:27:00+00,200 CATAWBA ST,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25,Monday,13,"('43.061728', '-76.153887')"
14709,,,14710,230901057,2023/03/20 13:20:00+00,200 BELDEN AVE E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,13,"('43.054777', '-76.151032')"
14710,-8477618.80998283,5319295.72088256,14711,392868D,2023/03/13 22:02:00+00,200 WALTON ST,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,25,Monday,22,"('43.0480834', '-76.1556976')"
14711,-8470263.54172963,5318438.90676702,14712,392869D,2023/03/13 10:20:00+00,200 GENESEE ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25,Monday,10,"('43.0515633', '-76.1536655')"
14712,,,14713,230101007,2023/03/20 13:28:00+00,100 CLARENDON ST,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,13,"('43.037894', '-76.128155')"
14713,,,14714,230101008,2023/03/20 13:30:00+00,100 CLARENDON ST,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Monday,13,"('43.037894', '-76.128155')"
14714,-8470263.54172963,5318438.90676702,14715,392870D,2023/03/13 10:22:00+00,200 GENESEE ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25,Monday,10,"('43.0515633', '-76.1536655')"
14715,,,14716,392871D,2023/03/13 10:28:00+00,200 CLINTON ST S,LIMITED PARKING ONLY/ALL TIMES CO15-365,Second Notice,25,Monday,10,"('43.049479', '-76.153671')"
14716,,,14717,230901060,2023/03/20 13:34:00+00,500 PROSPECT AVE,NO PARKING ANY TIME CO15-316 (A)14,Issued,25,Monday,13,"('43.05822', '-76.151152')"
14717,,,14718,230901059,2023/03/20 13:33:00+00,500 PROSPECT AVE,NO PARKING ANY TIME CO15-316 (A)14,Issued,25,Monday,13,"('43.05822', '-76.151152')"
14718,-8475090.07642446,5318437.53591902,14719,230101009,2023/03/20 13:46:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,13,"('43.04245675', '-76.1331655')"
14719,-8475107.10843412,5318278.51990242,14720,230101011,2023/03/20 13:52:00+00,300 WALNUT PL,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,13,"('43.0414205', '-76.13319862251035')"
14720,-8475107.10843412,5318278.51990242,14721,230101010,2023/03/20 13:49:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,Monday,13,"('43.0414205', '-76.13319862251035')"
14721,,,14722,230901061,2023/03/20 13:53:00+00, CITY LOT 21,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,13,"('43.0481221', '-76.1474244')"
14722,,,14723,230901063,2023/03/20 13:56:00+00, CITY LOT 21,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,Monday,13,"('43.0481221', '-76.1474244')"
14723,-8475107.10843412,5318278.51990242,14724,230101012,2023/03/20 13:52:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25,Monday,13,"('43.0414205', '-76.13319862251035')"
14724,,,14725,230901062,2023/03/20 13:55:00+00, CITY LOT 21,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,13,"('43.0481221', '-76.1474244')"
14725,,,14726,230101013,2023/03/20 13:56:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,13,"('43.0400816', '-76.1317789')"
14726,-8477443.98284959,5319085.96546529,14727,392872D,2023/03/13 10:33:00+00,500 CLINTON ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25,Monday,10,"('43.0467126', '-76.1541733')"
14727,,,14728,230901064,2023/03/20 13:56:00+00, CITY LOT 21,UNINSPECTED/ ALL TIMES VTL 306-B,Void Approved,0,Monday,13,"('43.0481221', '-76.1474244')"
14728,,,14729,230101014,2023/03/20 13:56:00+00,300 WAVERLY AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,60,Monday,13,"('43.0400816', '-76.1317789')"
14729,,,14730,230101015,2023/03/20 13:57:00+00,300 WAVERLY AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,60,Monday,13,"('43.0400816', '-76.1317789')"
14730,,,14731,230101017,2023/03/20 13:58:00+00,300 WAVERLY AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,60,Monday,13,"('43.0400816', '-76.1317789')"
14731,,,14732,230101016,2023/03/20 13:57:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,13,"('43.0400816', '-76.1317789')"
14732,-8477443.98284959,5319085.96546529,14733,392873D,2023/03/03 10:35:00+00,500 CLINTON ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25,Friday,10,"('43.0467126', '-76.1541733')"
14733,,,14734,230101018,2023/03/20 13:58:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,13,"('43.0400816', '-76.1317789')"
14734,,,14735,230901065,2023/03/20 13:59:00+00,200 CLINTON ST S,NO PERMIT/ALL TIMES CO15-365,Issued,25,Monday,13,"('43.049479', '-76.153671')"
14735,,,14736,392875D,2023/03/13 10:44:00+00,200 JEFFERSON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25,Monday,10,"('43.046945', '-76.150633')"
14736,-8477443.98284959,5319085.96546529,14737,392874D,2023/03/13 10:39:00+00,500 CLINTON ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25,Monday,10,"('43.0467126', '-76.1541733')"
14737,-8471409.68720091,5319420.47957871,14738,392876D,2023/03/13 10:51:00+00,200 FAYETTE ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25,Monday,10,"('43.048774', '-76.153734')"
14738,,,14739,230901066,2023/03/20 14:00:00+00,200 CLINTON ST S,NO PERMIT/ALL TIMES CO15-365,Issued,25,Monday,14,"('43.049479', '-76.153671')"
14739,,,14740,392877D,2023/03/13 10:56:00+00, CITY LOT 21,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Monday,10,"('43.0481221', '-76.1474244')"
14740,,,14741,377067D,2023/03/19 15:52:00+00, SALINA ST N,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Sunday,15,"('43.0810141', '-76.1565252')"
14741,,,14742,230901067,2023/03/20 14:01:00+00,200 CLINTON ST S,NO PERMIT/ALL TIMES CO15-365,Issued,25,Monday,14,"('43.049479', '-76.153671')"
14742,-8477183.4951778,5319493.14196284,14743,230901068,2023/03/20 14:03:00+00,100 WASHINGTON ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Monday,14,"('43.0642935', '-76.1612109')"
14743,,,14744,394862D,2023/03/10 06:37:00+00,200 DORCHESTER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Friday,06,"('43.069453', '-76.125109')"
14744,,,14745,392878D,2023/03/13 10:58:00+00, CITY LOT 21,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25,Monday,10,"('43.0481221', '-76.1474244')"
14745,,,14746,394863D,2023/03/10 06:43:00+00,100 PLEASANTVIEW AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Friday,06,"('43.07267', '-76.133466')"
14746,,,14747,230101019,2023/03/20 14:11:00+00,900 WALNUT AVE,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Issued,100,Monday,14,"('43.041035', '-76.1324993')"
14747,,,14748,230101020,2023/03/20 14:13:00+00,900 WALNUT AVE,PARKED IN LOADING ZONE/ALL CO15-329,Issued,25,Monday,14,"('43.041035', '-76.1324993')"
14748,,,14749,230101021,2023/03/20 14:14:00+00,900 WALNUT AVE,PARKED IN LOADING ZONE/ALL CO15-329,Issued,25,Monday,14,"('43.041035', '-76.1324993')"
14749,,,14750,392879D,2023/03/13 23:03:00+00,200 SALINA ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25,Monday,23,"('43.049465', '-76.152317')"
14750,,,14751,408162D,2023/03/13 11:10:00+00,300 SALINA ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25,Monday,11,"('43.048561', '-76.152329')"
14751,,,14752,408163D,2023/03/13 11:12:00+00,300 SALINA ST S,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,25,Monday,11,"('43.048561', '-76.152329')"
14752,,,14753,408161D,2023/03/13 11:07:00+00,200 SALINA ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25,Monday,11,"('43.049465', '-76.152317')"
14753,-8476022.82249171,5321743.21474666,14754,411892D,2023/03/13 11:07:00+00,900 HIGHLAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,11,"('43.0604955', '-76.1364326')"
